I want to nap with you like there's no tomorrow.,"Your father must have been a baker, because you've got a nice set of buns",,,,,,
"If napping were a sport, I'd be a gold medalist - and you'd be my prize.",Your father must have been a thief. Because he stole the stars from the sky and put them in your eyes.,,,,,,
"If you were a nap, I'd never want to wake up.",Your hand looks heavy. Let me hold it for you,,,,,,
"I'll bring the snacks and you bring the laughter, and we'll have a sleepover we'll never forget.",Your legs must be tired because you've been running through my mind all night,,,,,,
"I'm a big fan of naps, but I'd rather have one with you.",Your lips look so lonely.... Would they like to meet mine?,,,,,,
"I'm not a morning person, but I'd wake up early just to see you.",Your name must be Lucky Charms because you’re magically delicious!,,,,,,
I'm wide awake just thinking about you.,"Your smile lit up the room, so I just had to come over.",,,,,,
Let's cuddle until we fall asleep and see where our dreams take us.,Are you an interior decorator? When I saw you the room became beautiful.,,,,,,
Let's have a sleepover and make some unforgettable memories together.,Are you as beautiful on the inside as you are on the outside?,,,,,,
"Let's spend the night together, just talking, laughing, and enjoying each other's company.","Aren't you the tiger on the Frosted Flakes box? Because you look ""Grrrreat!""",,,,,,
"Let's stay up all night talking, since we can't sleep anyway.","Damn girl I'd love to kiss those beautiful, luscious lips. And the ones on your face.",,,,,,
Let's take a nap together and forget about the world for a while.,Do you drink a lot of Snapple? Because you look like you're made from the best stuff on Earth.,,,,,,
Let's take a nap together and see where it takes us.,Do you eat lots of Lucky Charms? Because you look magically delicious.,,,,,,
Let's turn our sleepless nights into something unforgettable together.,Do you like ice cream? Good because you look like my favorite topping!,,,,,,
"My bed feels empty without you, that's why I can't sleep.",Do you want to see a picture of a beautiful person? [hold up a mirror],,,,,,
Sleep with me and I promise you'll have sweet dreams.,Does Levi's pay you for wearing those and looking that good?,,,,,,
Sleep with me and I'll be the blanket you never knew you needed.,,,,,,,
Sleep with me and I'll keep you warm all night long.,,,,,,,
Sleep with me and I'll make sure you never wake up feeling lonely again.,,,,,,,
Sleep with me and you'll wake up feeling rested and refreshed.,,,,,,,
Sleeping with you is like being in a cozy cocoon of love.,Have you ever been to Hawaii? Well it was the most beautiful thing I’ve seen till I gazed into your eyes,,,,,,
Sleeping with you is like being in a dream that I never want to wake up from.,Hey beautiful… that is your name right?,,,,,,
Sleeping with you is like being in a magical fairy tale.,"Hey I just realized this, but you look a lot like my next girlfriend.",,,,,,
"Sleeping with you is like being in a magical, mystical world of love.","Hey, don't I know you? Yeah, you're the girl/guy with the beautiful smile.",,,,,,
"Sleeping with you is like being in a peaceful, serene dream world.","Hey, how did you do that? (What?) Look so good?",,,,,,
"Sleeping with you is like being in a soft, fluffy cloud.","Hi, I'm Mr. Right. Someone said you were looking for me.",,,,,,
"Sleeping with you is like being in a soft, warm bed of love.",,,,,,,
Sleeping with you is like being in a warm embrace that I never want to let go of.,How long did it take you to walk around the sun to look that hot and be that sexy.,,,,,,
"Sleeping with you is like being in a warm, cozy hug.","I don't know if you're beautiful or not, I haven't gotten past your eyes",,,,,,
"Sleeping with you is like being in a warm, loving embrace.",I have something in my eye. [Look her in her eyes] It's still there it's… its beautiful.,,,,,,
"Sleeping with you is like being in a warm, snuggly cocoon of love.",I just wanted to show this rose how incredibly beautiful you are!,,,,,,
Sleeping with you is like being in a world that's only filled with love.,"I looked up the word ""beautiful"" in the thesaurus today, and your name was included.",,,,,,
Sleeping with you is like being on a cloud in heaven.,I think I must be dying because I'm looking at Heaven.,,,,,,
"Sleeping with you is like being wrapped in a warm, cozy blanket.",I wanted to die but u looked so fine I decided to live.,,,,,,
Sleeping without you feels like a lonely abyss.,I would say god bless you but it looks like he already did.,,,,,,
Sleeping without you is like sleeping without a pillow - uncomfortable and lonely.,"I'm like chocolate pudding, I look like crap but im as sweet as can be.",,,,,,
Sleepless nights are worth it when I'm thinking about you.,"I've had quite a bit to drink, and you're beginning to look pretty good.",,,,,,
Waking up next to you is the highlight of my day.,If I had a nickel for every time I saw a girl as beautiful as you I would now have 5 cents.,,,,,,
Want to come over for a sleepover and let me prove that chivalry isn't dead?,"If looks could count for a minute, you`d be a pretty long day!",,,,,,
Want to have a sleepover and see where the night takes us?,If looks could kill you would be a weapon of mass destruction.,,,,,,
"You and me, a bottle of wine, and a cozy sleepover - sounds perfect, doesn't it?",Let's make out so I can see if you taste as good as you look.,,,,,,
"You have a way of making even the most mundane moments, like falling asleep, feel special.",Listen to this: my buddies over there said that I wouldn't be able to start a conversation with the most beautiful boy/girl in the bar. Wanna buy some drinks with some of their money?,,,,,,
You make even the most restless nights feel restful with your presence.,Looking at a rose is like looking at your beautiful face.,,,,,,
You make falling asleep feel like the most natural thing in the world.,Looking mmm… mmm… good!,,,,,,
"You make me feel like a kid again, sleeping soundly and without a care in the world.","Man oh man, if I didn't look a second time I wouldn't believe someone as beautiful as you existed.",,,,,,
"You make me feel like I'm home, even when we're sleeping in a new place.",Show me a man who doesn't think you look beautiful and I'll show you a man who is legally blind.,,,,,,
You make me feel safe and cozy like a warm blanket.,Stay beautiful till the next time I see you.,,,,,,
You make my heart race even when we're fast asleep.,"That dress looks great on you...as a matter of fact, so would I.",,,,,,
"You must be a nap, because I'm feeling sleepy just thinking about you.",There isn't a word in the dictionary to describe how beautiful you are.,,,,,,
You must be the reason why I can't fall asleep.,Were you arrested earlier? It's gotta be illegal to look that good.,,,,,,
"You're like a nap - a quick rest, but always refreshing.",What does it feel like to be the most beautiful girl in this room?,,,,,,
You're like a nap - always able to lift my spirits and make me feel better.,When I look into your eyes I see an ocean,,,,,,
You're like a nap - always there to make my day better.,"When I'm eighty, I'll look back on three big things in my life: getting married, having kids and the first time I laid eyes on you.",,,,,,
